contact_id,sinistre_id,client_id,date_contact,canal,motif_contact,temps_attente_sec,nb_transferts,duree_traitement_min,resolution_premier_contact,escalade,satisfaction_score,nb_contacts_precedents
7413,202600608,767,2026-04-17,mail,reclamation_delai,642,2,8,non,oui,1,0
7414,202501618,3039,2026-04-04,telephone,contestation_indemnisation,691,3,7,oui,non,1,3
7415,202601948,4612,2026-04-19,mail,declaration_sinistre,163,0,4,oui,non,5,2
7416,202500822,1752,2026-01-18,telephone,declaration_sinistre,37,3,10,non,oui,2,5
7417,202501886,3963,2026-04-09,mail,relance_dossier,466,0,4,non,non,3,5
7418,202500281,2080,2026-03-23,mail,piece_manquante,378,2,6,oui,non,3,2
7419,202500241,1770,2025-12-09,mail,piece_manquante,453,0,9,non,non,3,5
7420,202400973,4901,2024-07-29,visite,reclamation_delai,65,1,15,non,non,3,0
7421,202500338,970,2025-10-09,telephone,piece_manquante,333,2,4,oui,non,3,2
7422,202501362,3977,2025-12-14,mail,contestation_indemnisation,426,0,25,non,non,2,0
7423,202601964,3329,2026-02-25,mail,piece_manquante,813,3,9,non,non,1,5
7424,202601112,1128,2026-03-21,telephone,contestation_indemnisation,293,1,5,non,oui,2,5
7425,202601181,4663,2026-03-12,telephone,incomprehension_garantie,281,1,7,oui,non,4,0
7426,202600159,4004,2026-04-18,telephone,contestation_indemnisation,483,1,9,oui,non,3,1
7427,202600995,1092,2026-04-15,telephone,piece_manquante,546,3,25,non,oui,1,3
7428,202600136,488,2026-03-16,mail,relance_dossier,339,3,15,non,oui,1,4
7429,202601424,2258,2026-04-20,telephone,reclamation_delai,828,0,6,non,non,1,3
7430,202501947,3042,2026-03-03,mail,declaration_sinistre,601,3,10,oui,non,2,3
7431,202501315,4618,2025-10-26,telephone,demande_avancement,723,0,7,non,oui,1,2
7432,202601964,3329,2026-03-05,mail,demande_avancement,325,3,7,oui,oui,2,4
7433,202601130,3823,2026-04-20,telephone,demande_avancement,537,0,7,non,non,3,2
7434,202600829,221,2026-03-18,telephone,declaration_sinistre,696,1,6,oui,non,3,1
7435,202501800,4554,2025-06-26,telephone,relance_dossier,49,1,6,oui,non,5,5
7436,202601456,1352,2026-04-12,telephone,relance_dossier,330,3,7,oui,non,3,0
7437,202501535,4426,2025-09-08,mail,piece_manquante,51,0,7,oui,non,5,0
7438,202601651,4760,2026-03-31,telephone,contestation_indemnisation,620,3,9,oui,non,1,5
7439,202600894,2163,2026-03-29,mail,expertise,262,2,7,oui,non,4,2
7440,201700615,3079,2018-02-23,mail,demande_avancement,228,0,9,oui,non,5,4
7441,202500870,486,2026-01-01,telephone,piece_manquante,368,2,15,oui,non,3,1
7442,202601437,3227,2026-03-14,telephone,declaration_sinistre,329,0,9,non,non,3,3
7443,202600354,1280,2026-03-09,mail,relance_dossier,492,2,10,oui,oui,2,2
7444,202500313,2089,2025-12-03,mail,relance_dossier,175,0,5,oui,non,5,1
7445,202600652,4747,2026-04-18,mail,piece_manquante,814,3,5,oui,oui,1,0
7446,202500403,2448,2025-12-12,telephone,piece_manquante,365,1,6,non,oui,2,0
7447,202500269,1930,2025-08-25,telephone,declaration_sinistre,121,0,10,non,oui,3,5
7448,202600114,4431,2026-04-11,telephone,declaration_sinistre,128,2,4,non,oui,2,5
7449,202600195,3010,2026-04-02,telephone,demande_avancement,470,3,6,oui,oui,2,0
7450,202601077,4871,2026-03-03,telephone,relance_dossier,655,1,10,oui,non,3,2
7451,202600546,4121,2026-04-10,mail,piece_manquante,750,2,3,oui,non,2,2
7452,202501923,3383,2026-01-09,mail,demande_avancement,895,3,7,non,oui,1,3
7453,202500002,2173,2026-03-24,telephone,declaration_sinistre,770,1,7,non,non,2,2
7454,202601361,3823,2026-03-24,telephone,contestation_indemnisation,552,0,8,non,oui,1,3
7455,202601893,354,2026-04-01,visite,demande_avancement,71,2,5,non,oui,2,5
7456,202500568,4076,2026-01-02,visite,reclamation_delai,182,3,7,non,oui,1,1
7457,202500865,1671,2025-11-20,telephone,declaration_sinistre,754,2,9,oui,non,2,0
7458,202500370,3646,2026-02-10,mail,demande_avancement,828,0,6,non,oui,1,1
7459,202501757,4121,2025-11-06,mail,demande_avancement,151,2,7,non,oui,2,1
7460,202600454,2974,2026-04-02,mail,declaration_sinistre,833,3,1,oui,non,2,0
7461,202500873,4847,2026-03-19,telephone,demande_avancement,197,3,6,non,oui,2,3
7462,202500653,2194,2026-01-04,mail,demande_avancement,563,2,15,oui,non,3,4
7463,202501094,3077,2025-11-21,visite,incomprehension_garantie,67,1,20,oui,non,4,1
7464,202500746,4278,2026-04-14,telephone,relance_dossier,171,2,9,oui,non,4,2
7465,202600450,1525,2026-04-21,telephone,demande_avancement,387,1,3,oui,non,4,2
7466,202501725,4992,2025-11-13,visite,piece_manquante,170,1,2,non,oui,3,1
7467,202000352,3678,2021-02-27,telephone,relance_dossier,31,3,4,non,oui,2,4
7468,202501638,4519,2026-01-13,visite,contestation_indemnisation,281,2,10,non,oui,1,5
7469,202600129,3586,2026-03-08,telephone,declaration_sinistre,3,2,9,oui,non,4,2
7470,202500442,2961,2026-01-28,telephone,declaration_sinistre,690,1,7,oui,non,3,4
7471,202500043,97,2025-10-15,visite,expertise,547,0,15,non,non,3,1
7472,202501018,108,2026-01-31,visite,demande_avancement,592,1,10,oui,non,4,3
7473,202600473,1654,2026-03-03,mail,declaration_sinistre,668,0,4,oui,non,3,3
7474,202501737,4737,2025-12-27,mail,demande_avancement,551,3,7,non,oui,1,5
7475,202601893,354,2026-01-22,telephone,piece_manquante,357,0,2,oui,non,4,5
7476,202601706,4539,2026-04-07,mail,relance_dossier,764,3,10,non,oui,1,5
7477,202501977,259,2025-12-24,visite,demande_avancement,261,3,7,oui,non,4,2
7478,202501248,4751,2025-12-19,visite,piece_manquante,797,2,9,non,oui,1,5
7479,202500163,3242,2025-10-05,telephone,incomprehension_garantie,719,1,7,non,oui,1,5
7480,202501422,2000,2026-03-28,telephone,incomprehension_garantie,47,2,7,oui,non,3,4
7481,202501777,4906,2025-12-02,telephone,demande_avancement,305,3,8,oui,non,3,3
7482,202501726,1811,2025-11-08,telephone,reclamation_delai,118,1,5,non,non,3,1
7483,202501966,803,2025-09-29,telephone,demande_avancement,313,0,4,non,oui,2,4
7484,202601525,3152,2026-03-18,telephone,piece_manquante,84,2,6,oui,non,4,3
7485,202600354,1280,2026-04-10,mail,demande_avancement,287,2,6,oui,oui,3,5
7486,202500110,981,2026-02-25,telephone,demande_avancement,674,0,10,oui,non,3,5
7487,202500719,2757,2026-02-21,mail,demande_avancement,691,2,7,non,oui,1,5
7488,202500617,4997,2026-03-12,telephone,declaration_sinistre,452,3,25,non,non,2,4
7489,202501733,4435,2026-04-09,telephone,relance_dossier,784,1,1,oui,non,3,5
7490,202600937,4411,2026-03-07,telephone,declaration_sinistre,398,0,10,oui,non,4,2
7491,202500832,3704,2026-04-16,telephone,incomprehension_garantie,422,1,9,non,oui,1,2
7492,202500835,4115,2025-11-19,visite,declaration_sinistre,353,3,7,oui,oui,2,0
7493,202601586,3149,2026-03-26,telephone,piece_manquante,814,2,25,oui,non,2,1
7494,202601872,281,2026-04-13,telephone,reclamation_delai,875,3,7,oui,non,1,0
7495,202101431,4450,2022-03-01,telephone,demande_avancement,512,2,25,non,oui,1,3
7496,202600695,1735,2026-03-07,telephone,declaration_sinistre,413,3,8,oui,non,3,5
7497,202500982,3966,2025-12-21,telephone,contestation_indemnisation,817,1,3,non,oui,1,5
7498,202101349,1856,2021-09-11,telephone,demande_avancement,195,0,10,oui,non,5,2
7499,202501475,1272,2025-08-03,mail,declaration_sinistre,615,0,7,non,oui,1,3
7500,202500535,115,2026-04-08,telephone,piece_manquante,563,1,6,non,non,3,1
7501,202600323,4681,2026-04-16,telephone,declaration_sinistre,615,2,30,oui,non,2,4
7502,202500192,4101,2025-11-23,telephone,expertise,802,1,15,oui,non,3,2
7503,202600850,417,2026-04-13,telephone,declaration_sinistre,165,0,10,non,non,4,4
7504,202501252,4931,2026-02-08,telephone,reclamation_delai,242,1,1,non,non,3,0
7505,202502000,1827,2026-01-08,telephone,demande_avancement,201,0,3,oui,non,5,4
7506,202600374,1614,2026-03-13,telephone,declaration_sinistre,60,1,6,oui,non,5,5
7507,202501264,251,2026-04-20,mail,incomprehension_garantie,240,1,3,oui,non,4,3
7508,202500424,1115,2026-02-11,mail,relance_dossier,33,3,5,non,oui,2,4
7509,202500762,3064,2025-10-11,visite,demande_avancement,230,2,10,oui,non,4,5
7510,202500535,115,2025-12-03,visite,contestation_indemnisation,446,3,5,non,oui,1,2
7511,202601504,2207,2026-04-13,telephone,demande_avancement,784,2,7,oui,oui,1,4
7512,202501541,224,2025-10-26,mail,relance_dossier,541,2,25,oui,oui,2,4
7513,202501641,1021,2026-01-02,telephone,reclamation_delai,308,3,10,oui,non,2,0
7514,202001483,3302,2021-10-25,visite,declaration_sinistre,169,2,3,oui,oui,3,5
7515,202601169,3723,2026-03-01,telephone,piece_manquante,304,2,6,oui,oui,2,5
7516,202600505,2244,2026-04-20,mail,declaration_sinistre,869,2,7,non,non,1,2
7517,202501286,82,2026-02-02,telephone,demande_avancement,387,3,2,non,oui,1,2
7518,202500797,3800,2026-01-05,telephone,demande_avancement,333,0,9,oui,non,4,5
7519,202600159,4004,2026-03-24,telephone,declaration_sinistre,261,3,5,oui,oui,3,1
7520,202601706,4539,2026-04-10,mail,piece_manquante,656,0,6,non,non,2,0
7521,202101406,1973,2022-05-12,mail,declaration_sinistre,338,0,15,oui,oui,3,1
7522,202600661,3115,2026-04-19,telephone,contestation_indemnisation,334,3,7,oui,non,2,4
7523,202500232,179,2026-01-28,mail,demande_avancement,806,3,7,oui,non,2,2
7524,202601614,3401,2026-03-21,telephone,declaration_sinistre,563,3,7,oui,non,3,4
7525,202600507,4004,2026-04-05,telephone,declaration_sinistre,401,1,10,non,oui,2,1
7526,202600497,3383,2026-03-05,telephone,declaration_sinistre,715,3,6,oui,non,2,5
7527,202500739,2687,2026-03-04,mail,declaration_sinistre,723,0,2,non,oui,1,2
7528,202500254,3106,2026-03-17,telephone,reclamation_delai,413,0,6,non,non,2,5
7529,202301175,288,2023-02-22,telephone,declaration_sinistre,462,2,8,oui,oui,2,3
7530,202601937,491,2026-02-09,telephone,relance_dossier,24,2,7,oui,oui,3,3
7531,202601385,4095,2026-04-21,telephone,demande_avancement,248,3,9,oui,oui,3,3
7532,202500617,4997,2026-01-28,visite,contestation_indemnisation,559,2,8,oui,non,2,1
7533,202601578,3796,2026-03-31,telephone,expertise,164,0,10,oui,non,5,3
7534,202500372,2659,2025-08-26,telephone,demande_avancement,375,3,6,non,oui,1,0
7535,202600707,2120,2026-04-21,mail,declaration_sinistre,216,2,25,oui,non,4,5
7536,202600609,1600,2026-04-20,telephone,contestation_indemnisation,740,0,7,oui,non,2,2
7537,202601816,4162,2026-04-07,mail,declaration_sinistre,51,0,5,non,non,4,5
7538,202600815,4382,2026-03-25,mail,contestation_indemnisation,217,0,9,oui,non,4,2
7539,202600855,3133,2026-02-16,telephone,piece_manquante,617,0,3,oui,non,3,3
7540,202400464,474,2025-09-01,telephone,piece_manquante,27,2,8,non,non,3,1
7541,202601066,3333,2026-04-05,telephone,piece_manquante,659,1,6,non,non,2,4
7542,202501624,2082,2026-04-12,visite,relance_dossier,289,3,20,oui,oui,3,0
7543,202601771,4945,2026-01-31,telephone,declaration_sinistre,900,3,7,oui,non,2,5
7544,202600609,1600,2026-04-14,telephone,declaration_sinistre,170,0,10,non,oui,3,0
7545,202601890,1259,2026-03-18,mail,expertise,194,1,6,non,non,4,5
7546,202500509,3833,2026-02-28,telephone,declaration_sinistre,63,3,7,non,oui,2,5
7547,202600467,4091,2026-04-10,telephone,declaration_sinistre,802,1,5,oui,non,3,4
7548,202500804,2583,2026-01-04,visite,relance_dossier,515,0,5,non,oui,2,3
7549,202501032,361,2025-09-30,mail,piece_manquante,32,3,6,non,oui,2,4
7550,202600136,488,2026-02-23,telephone,contestation_indemnisation,276,0,3,non,oui,2,1
7551,202600040,3344,2026-03-05,mail,declaration_sinistre,467,1,15,non,oui,2,5
7552,202600040,3344,2026-03-22,telephone,piece_manquante,97,3,7,oui,non,4,2
7553,202601183,959,2026-04-08,telephone,relance_dossier,565,2,10,oui,non,3,2
7554,202600170,4349,2026-04-20,telephone,contestation_indemnisation,273,3,9,oui,non,3,1
7555,202501744,3991,2025-12-05,mail,declaration_sinistre,786,0,7,non,non,2,5
7556,202501737,4737,2025-11-22,mail,relance_dossier,368,2,9,oui,oui,2,3
7557,202601948,4612,2026-04-05,visite,declaration_sinistre,245,3,10,non,non,3,4
7558,202600115,4214,2026-04-10,telephone,expertise,541,3,4,oui,oui,2,3
7559,202601068,966,2026-04-07,telephone,relance_dossier,294,0,9,oui,oui,4,5
7560,202501166,3358,2025-09-10,mail,demande_avancement,122,1,6,oui,non,5,4
7561,202500111,2115,2025-11-24,telephone,demande_avancement,156,3,8,oui,oui,3,0
7562,202501348,3331,2025-12-13,telephone,demande_avancement,724,1,6,oui,non,3,2
7563,202600706,1633,2026-02-23,telephone,relance_dossier,896,0,7,oui,non,3,1
7564,202500653,2194,2026-03-21,mail,demande_avancement,7,3,6,oui,non,4,1
7565,202500219,1814,2025-09-11,telephone,relance_dossier,344,0,8,non,non,3,2
7566,202501176,3996,2025-10-15,telephone,contestation_indemnisation,365,1,7,oui,non,3,4
7567,202501507,3413,2025-10-08,telephone,piece_manquante,713,3,6,oui,non,2,5
7568,202500381,1644,2025-09-05,telephone,relance_dossier,385,3,9,oui,non,3,3
7569,202501665,3588,2025-10-30,mail,demande_avancement,472,0,8,oui,non,4,1
7570,202601103,1263,2026-04-11,telephone,reclamation_delai,301,2,9,non,oui,1,3
7571,202501422,2000,2026-01-21,telephone,declaration_sinistre,416,2,8,oui,non,3,2
7572,202500835,4115,2025-12-26,telephone,piece_manquante,732,3,15,oui,non,2,2
7573,202600341,3364,2026-04-20,telephone,expertise,40,0,7,non,non,4,5
7574,202600517,4019,2026-04-02,mail,relance_dossier,286,1,4,oui,non,5,5
7575,202501662,2847,2026-04-15,telephone,relance_dossier,360,0,8,non,oui,2,5
7576,202501282,921,2026-02-08,mail,declaration_sinistre,602,3,5,oui,oui,1,0
7577,202401332,3950,2025-01-04,telephone,incomprehension_garantie,705,1,8,non,non,1,2
7578,202600934,2933,2026-04-04,telephone,declaration_sinistre,376,3,1,oui,non,3,4
7579,202601885,1709,2026-04-15,telephone,relance_dossier,768,0,10,oui,non,3,3
7580,202601320,255,2026-03-12,telephone,relance_dossier,506,3,8,oui,oui,2,4
7581,202501744,3991,2026-02-11,mail,relance_dossier,546,1,7,non,oui,2,1
7582,202601007,1152,2026-03-05,mail,relance_dossier,46,1,8,oui,non,5,0
7583,202601962,726,2026-04-14,visite,declaration_sinistre,7,1,3,non,non,4,5
7584,202601107,4211,2026-04-19,telephone,demande_avancement,680,0,6,non,non,2,2
7585,201400831,2111,2014-06-22,mail,demande_avancement,167,2,6,oui,non,4,1
7586,202601962,726,2026-04-11,visite,relance_dossier,762,2,9,non,oui,1,3
7587,202501305,153,2026-02-09,telephone,relance_dossier,414,0,7,oui,non,4,1
7588,202600322,2755,2026-03-02,mail,piece_manquante,144,2,8,oui,oui,3,4
7589,202501245,1842,2025-06-09,telephone,piece_manquante,750,1,6,non,oui,1,4
7590,202501386,3841,2026-01-26,telephone,declaration_sinistre,324,0,3,oui,oui,3,3
7591,202501978,2831,2025-09-20,mail,piece_manquante,881,2,9,oui,oui,1,5
7592,202500528,2444,2025-10-05,visite,relance_dossier,247,0,7,oui,oui,4,5
7593,202500587,4214,2026-04-12,telephone,contestation_indemnisation,11,3,9,oui,oui,2,3
7594,202601636,2820,2026-04-04,mail,piece_manquante,868,2,4,non,oui,1,4
7595,202501449,1095,2025-10-25,telephone,relance_dossier,82,0,3,oui,non,5,4
7596,202501067,2319,2026-03-08,telephone,demande_avancement,685,3,6,oui,oui,1,5
7597,202601456,1352,2026-01-12,telephone,expertise,876,1,9,oui,non,3,3
7598,202500487,797,2025-10-30,telephone,declaration_sinistre,544,3,3,non,oui,1,0
7599,202501386,3841,2025-12-31,telephone,relance_dossier,483,2,3,oui,oui,2,0
7600,202500929,2652,2026-01-25,mail,reclamation_delai,804,1,9,oui,non,2,4
7601,202600511,4145,2026-04-12,telephone,expertise,183,0,4,non,non,4,5
7602,202601334,820,2026-03-25,telephone,demande_avancement,137,0,7,non,oui,3,1
7603,202501973,1009,2026-04-20,telephone,piece_manquante,591,0,7,oui,non,4,2
7604,202500111,2115,2025-08-19,mail,demande_avancement,173,0,7,oui,non,5,4
7605,201800382,4947,2019-02-10,telephone,contestation_indemnisation,233,3,6,oui,non,3,1
7606,202600276,3254,2026-04-13,telephone,demande_avancement,830,2,10,oui,non,2,0
7607,202500250,2263,2026-03-22,mail,declaration_sinistre,583,3,7,oui,oui,2,2
7608,202600558,1162,2026-04-13,telephone,piece_manquante,548,1,6,non,non,3,5
7609,202601586,3149,2026-03-30,mail,contestation_indemnisation,253,1,20,oui,oui,3,0
7610,202601004,417,2026-04-12,telephone,demande_avancement,388,1,1,oui,oui,3,3
7611,202501957,1584,2025-10-20,mail,demande_avancement,786,2,8,oui,oui,1,3
7612,202600546,4121,2026-04-11,telephone,relance_dossier,55,3,25,oui,non,4,5
7613,202601882,2008,2026-03-25,telephone,demande_avancement,871,2,7,oui,non,2,0
7614,202600975,573,2026-03-07,telephone,contestation_indemnisation,701,0,2,oui,non,2,1
7615,202500739,2687,2025-11-13,mail,demande_avancement,226,3,8,non,oui,2,0
7616,202600115,4214,2026-03-22,mail,declaration_sinistre,699,2,9,non,oui,1,2
7617,202601181,4663,2026-03-20,telephone,demande_avancement,458,0,7,non,non,3,2
7618,202600648,4233,2026-02-01,telephone,contestation_indemnisation,716,1,8,oui,non,2,5
7619,202601294,644,2026-04-19,telephone,demande_avancement,831,3,8,non,non,1,2
7620,202600100,58,2026-04-03,telephone,demande_avancement,323,0,6,oui,non,4,4
7621,202501726,1811,2025-08-11,telephone,piece_manquante,164,0,8,oui,non,5,5
7622,202500256,909,2026-02-01,telephone,reclamation_delai,483,1,7,non,non,2,4
7623,202601169,3723,2026-03-18,telephone,piece_manquante,579,0,8,oui,non,4,3
7624,202500587,4214,2025-12-26,visite,expertise,391,1,6,non,non,3,5
7625,202500822,1752,2026-03-29,telephone,demande_avancement,848,0,6,oui,non,3,3
7626,202501752,487,2025-08-15,mail,demande_avancement,18,0,7,oui,oui,4,5
7627,202500865,1671,2026-03-14,telephone,demande_avancement,499,1,3,non,oui,2,4
7628,202601160,3803,2026-04-01,telephone,relance_dossier,509,0,6,oui,non,4,4
7629,202500364,2074,2026-03-10,telephone,declaration_sinistre,594,2,5,oui,oui,2,5
7630,202501467,4859,2025-12-05,telephone,declaration_sinistre,53,3,3,oui,oui,3,4
7631,202500127,832,2026-01-14,visite,expertise,821,2,6,oui,non,2,1
7632,202601890,1259,2026-03-30,telephone,demande_avancement,819,3,7,oui,oui,1,1
7633,202500110,981,2026-01-05,telephone,relance_dossier,246,0,10,oui,non,5,3
7634,202600267,802,2026-04-18,telephone,relance_dossier,75,1,3,oui,oui,4,3
7635,202501402,2640,2025-09-29,telephone,declaration_sinistre,163,0,6,oui,non,5,2
7636,202501053,67,2025-06-16,telephone,expertise,304,1,25,non,oui,2,4
7637,202500343,1406,2025-10-20,visite,declaration_sinistre,393,3,5,oui,non,3,2
7638,202501309,2826,2026-03-27,telephone,relance_dossier,400,2,8,oui,non,3,1
7639,202501857,2288,2025-04-26,telephone,piece_manquante,443,2,7,oui,non,3,0
7640,202500272,4741,2026-01-21,telephone,declaration_sinistre,367,0,5,non,oui,2,5
7641,202500551,768,2026-01-02,visite,piece_manquante,86,3,6,non,oui,2,1
7642,202601657,1206,2026-03-19,telephone,declaration_sinistre,56,2,15,oui,oui,3,2
7643,202000461,2703,2020-10-20,telephone,relance_dossier,758,0,8,oui,non,3,3
7644,202500797,3800,2025-09-15,visite,declaration_sinistre,106,0,9,non,non,4,5
7645,202601468,4599,2026-03-28,telephone,demande_avancement,433,1,6,non,oui,2,3
7646,202500675,2104,2026-01-23,telephone,piece_manquante,416,1,6,oui,non,4,0
7647,202501274,2601,2026-04-17,mail,expertise,176,2,7,oui,non,4,4
7648,202601501,3789,2026-03-15,telephone,demande_avancement,208,3,15,oui,non,4,4
7649,202500381,1644,2026-01-27,telephone,expertise,115,3,7,oui,oui,3,3
7650,202601036,3616,2026-03-26,mail,incomprehension_garantie,745,2,7,oui,oui,1,3
7651,202501676,4796,2025-12-03,mail,incomprehension_garantie,358,1,4,non,non,2,5
7652,202501073,704,2025-11-08,mail,contestation_indemnisation,478,3,4,oui,non,2,2
7653,202601885,1709,2026-03-20,telephone,declaration_sinistre,563,1,5,oui,non,4,3
7654,202501676,4796,2026-02-17,telephone,relance_dossier,110,3,7,oui,oui,3,4
7655,202601339,767,2026-04-21,visite,relance_dossier,244,0,2,oui,non,5,1
7656,202500631,1123,2025-12-10,telephone,reclamation_delai,585,2,6,non,oui,1,1
7657,202501158,334,2025-09-17,telephone,relance_dossier,683,3,7,oui,oui,1,3
7658,202301910,2150,2024-07-16,telephone,piece_manquante,361,3,7,non,non,2,4
7659,202500252,2277,2025-12-23,telephone,relance_dossier,387,3,8,oui,non,3,3
7660,202501162,4581,2025-11-26,telephone,declaration_sinistre,277,0,15,oui,non,5,0
7661,202501535,4426,2025-10-29,mail,contestation_indemnisation,123,2,7,oui,non,3,0
7662,202500906,2511,2025-11-21,telephone,piece_manquante,294,3,5,oui,oui,3,3
7663,202600768,1553,2026-03-05,mail,declaration_sinistre,157,2,9,oui,oui,3,5
7664,202500268,4498,2026-02-05,mail,demande_avancement,29,3,7,non,oui,2,5
7665,202101681,1890,2022-02-16,telephone,piece_manquante,721,1,5,non,non,2,4
7666,202501923,3383,2025-11-26,telephone,demande_avancement,638,0,10,oui,non,3,4
7667,202501727,2644,2025-11-26,telephone,relance_dossier,322,2,6,oui,oui,2,2
7668,202501021,1972,2026-01-13,mail,piece_manquante,309,1,5,non,oui,2,3
7669,202600436,2101,2026-02-23,telephone,demande_avancement,594,2,30,non,oui,1,3
7670,202600546,4121,2026-04-13,telephone,expertise,122,1,9,oui,non,5,1
7671,202501878,3651,2026-01-14,visite,reclamation_delai,297,3,10,non,oui,1,0
7672,202600497,3383,2026-03-06,telephone,demande_avancement,853,1,6,oui,non,3,3
7673,202500281,2080,2026-03-26,mail,contestation_indemnisation,528,0,10,oui,non,3,2
7674,202500988,4495,2026-02-09,telephone,demande_avancement,684,0,2,oui,non,3,5
7675,202600770,4546,2026-04-04,telephone,contestation_indemnisation,472,3,6,oui,non,2,4
7676,202600128,575,2026-04-07,mail,contestation_indemnisation,673,0,7,non,non,1,4
7677,202501733,4435,2026-02-11,visite,demande_avancement,32,0,8,oui,non,5,0
7678,202500844,2619,2026-03-30,visite,demande_avancement,528,3,10,oui,non,3,4
7679,202500566,4655,2026-02-02,telephone,relance_dossier,815,2,5,non,oui,1,0
7680,202500762,3064,2025-09-01,mail,declaration_sinistre,380,3,5,oui,non,3,4
7681,202600816,3684,2026-01-18,telephone,demande_avancement,558,3,5,oui,oui,2,5
7682,202500242,4624,2025-11-26,telephone,declaration_sinistre,339,2,7,oui,non,3,4
7683,202600195,3010,2026-04-21,mail,declaration_sinistre,52,2,5,oui,oui,3,1
7684,202601780,829,2026-02-05,mail,relance_dossier,166,2,6,oui,oui,3,3
7685,202501245,1842,2026-03-06,visite,expertise,492,0,9,oui,non,4,5
7686,202501641,1021,2026-02-13,mail,demande_avancement,243,3,7,non,oui,2,4
7687,202500756,3416,2025-12-30,telephone,demande_avancement,82,1,5,oui,non,5,1
7688,202600224,1044,2026-03-25,telephone,declaration_sinistre,48,0,5,non,oui,3,5
7689,202601954,1322,2026-04-04,telephone,expertise,28,3,8,oui,non,4,4
7690,202601284,2839,2026-03-22,telephone,expertise,434,0,8,non,oui,2,0
7691,202501864,573,2025-12-30,mail,piece_manquante,562,2,7,oui,oui,2,1
7692,202600505,2244,2026-04-21,telephone,relance_dossier,231,0,5,non,non,4,3
7693,202501535,4426,2026-02-17,mail,declaration_sinistre,1,3,5,oui,non,4,4
7694,202600517,4019,2026-04-19,telephone,relance_dossier,631,3,6,oui,non,2,3
7695,202601948,4612,2026-03-30,telephone,demande_avancement,492,2,9,oui,non,3,4
7696,202501306,582,2026-02-24,telephone,expertise,53,2,5,oui,oui,3,0
7697,202600354,1280,2026-02-21,telephone,piece_manquante,642,0,10,non,oui,1,2
7698,202600303,4528,2026-03-09,telephone,demande_avancement,729,3,3,oui,oui,1,4
7699,202501793,1402,2026-04-08,telephone,demande_avancement,520,1,10,oui,oui,3,2
7700,202600934,2933,2026-03-26,mail,reclamation_delai,784,2,5,non,oui,1,1
7701,202600937,4411,2026-02-16,visite,expertise,205,3,9,oui,non,4,2
7702,202601112,1128,2026-04-02,mail,reclamation_delai,62,2,6,oui,oui,2,0
7703,202500067,2745,2026-03-13,mail,demande_avancement,241,3,6,oui,non,4,2
7704,202501080,2270,2025-10-19,telephone,reclamation_delai,316,3,6,oui,oui,1,1
7705,202500226,3905,2025-12-17,telephone,relance_dossier,770,2,9,oui,non,2,2
7706,202601068,966,2026-03-03,mail,relance_dossier,159,0,5,non,non,4,4
7707,202501158,334,2026-04-17,mail,incomprehension_garantie,847,2,6,oui,non,1,3
7708,202500631,1123,2026-04-07,mail,expertise,552,0,8,non,oui,2,3
7709,202600466,3346,2026-03-26,telephone,demande_avancement,589,3,8,non,non,2,1
7710,202600647,3568,2026-04-19,telephone,demande_avancement,837,1,7,non,non,2,2
7711,202501966,803,2025-08-06,mail,relance_dossier,249,1,5,oui,non,5,1
7712,202500865,1671,2025-11-04,telephone,piece_manquante,597,0,8,non,oui,2,1
7713,202500372,2659,2025-07-22,telephone,demande_avancement,155,1,25,non,non,4,3
7714,202500044,2603,2025-07-24,telephone,relance_dossier,130,0,15,non,non,4,5
7715,202600913,3340,2026-02-21,visite,relance_dossier,403,2,15,oui,oui,2,1
7716,202500870,486,2026-01-25,telephone,contestation_indemnisation,217,3,7,non,oui,1,2
7717,202501166,3358,2025-09-14,telephone,piece_manquante,116,1,6,non,oui,3,5
7718,202501677,4135,2026-03-02,mail,demande_avancement,860,1,6,oui,non,3,4
7719,202500568,4076,2026-03-31,telephone,contestation_indemnisation,629,1,7,oui,non,2,2
7720,202600354,1280,2026-02-18,telephone,piece_manquante,111,1,4,oui,non,5,4
7721,202500158,1612,2025-11-10,telephone,relance_dossier,325,1,8,oui,non,4,4
7722,202600053,2298,2026-02-27,telephone,relance_dossier,745,0,25,oui,non,3,4
7723,202401114,815,2024-11-01,mail,demande_avancement,752,1,5,non,non,2,5
7724,202501422,2000,2026-02-20,telephone,relance_dossier,62,0,6,oui,non,5,5
7725,202501752,487,2025-10-19,telephone,expertise,192,1,3,non,non,4,1
7726,202500551,768,2026-03-08,telephone,relance_dossier,798,0,9,oui,oui,2,3
7727,202500763,33,2026-01-12,telephone,relance_dossier,119,1,30,oui,non,5,4
7728,202500587,4214,2025-12-20,telephone,relance_dossier,656,1,9,oui,non,3,3
7729,202500184,3496,2026-02-11,mail,relance_dossier,646,2,7,non,oui,1,5
7730,202500028,4495,2026-02-01,visite,piece_manquante,807,0,7,oui,non,3,0
7731,202500028,4495,2025-07-22,mail,incomprehension_garantie,856,0,7,oui,non,2,4
7732,202601456,1352,2026-03-14,telephone,declaration_sinistre,461,2,7,oui,non,3,3
7733,202501475,1272,2026-01-01,telephone,demande_avancement,813,0,6,non,oui,1,4
7734,202501353,2192,2026-02-18,telephone,relance_dossier,181,0,6,oui,non,5,1
7735,202500389,2485,2026-01-22,mail,demande_avancement,648,3,10,oui,non,2,1
